City,Date,Precip,Weather,Dewpoint,Pressure,Visibility,Windspeed,MaxSpeed,TempMax,TempMin
"ATLANTA 2.3 NE, GA US",1/17/2022,0.41,rain,29.1,1010.5,10,13.5,19,39.9,33.1
"ATLANTA 2.3 NE, GA US",1/18/2022,0,sun,26.3,1020.8,10,7.2,14,55.9,30
"ATLANTA 2.3 NE, GA US",1/19/2022,0,sun,30.2,1022.6,10,3.7,9.9,62.1,30
"ATLANTA 2.3 NE, GA US",1/20/2022,0.23,rain,39.1,1018.8,8,8.9,15.9,62.1,35.1
"ATLANTA 2.3 NE, GA US",1/21/2022,0.08,rain,30.3,1024.2,6.3,8.9,15,37.9,30.2
"ATLANTA 2.3 NE, GA US",1/22/2022,0,sun,28.4,1026.6,7.5,5.8,9.9,45,30.9
"ATLANTA 2.3 NE, GA US",1/23/2022,0,sun,22.4,1020.7,10,6.5,11.1,51.1,26.1
"ATLANTA 2.3 NE, GA US",1/24/2022,0,sun,25.1,1014.7,10,7,11.1,60.1,26.1
"ATLANTA 2.3 NE, GA US",1/25/2022,0,sun,33.9,1014.7,10,5.5,8,60.1,33.1
"ATLANTA 2.3 NE, GA US",1/26/2022,0,sun,26.6,1021.9,10,9.2,15.9,60.1,30
"ATLANTA 2.3 NE, GA US",1/27/2022,0,sun,19.6,1026.3,10,7.3,13,54,30
"ATLANTA 2.3 NE, GA US",1/28/2022,0,sun,24.6,1019.8,10,5.7,20,54,33.1
"ATLANTA 2.3 NE, GA US",1/29/2022,0.01,drizzle,13.3,1020.8,9.9,13.8,21,52,26.1
"ATLANTA 2.3 NE, GA US",1/30/2022,0,sun,11.7,1020.1,10,7.1,14,57.9,26.1
"ATLANTA 2.3 NE, GA US",1/31/2022,0,sun,24.7,1019.8,10,4.6,8.9,59,26.1
"ATLANTA 2.3 NE, GA US",2/1/2022,0,sun,24.4,1024.1,9.9,6.6,11.1,60.1,34
"ATLANTA 2.3 NE, GA US",2/2/2022,0,sun,35.5,1023.4,9.9,10.6,15,60.1,34
"ATLANTA 2.3 NE, GA US",2/3/2022,0.12,rain,50.1,1018.5,5.6,8.4,13,64,44.1
"ATLANTA 2.3 NE, GA US",2/4/2022,2.16,rain,52.7,1017.8,7.3,9.5,19,66.9,39.9
"ATLANTA 2.3 NE, GA US",2/5/2022,0.03,rain,22.6,1027.3,10,13.1,21,45,28.9
"ATLANTA 2.3 NE, GA US",2/6/2022,0,sun,19.8,1027.9,10,8.1,15,51.1,28.9
"ATLANTA 2.3 NE, GA US",2/7/2022,0,sun,27.5,1022.8,10,7.4,11.1,51.1,30.9
"ATLANTA 2.3 NE, GA US",2/8/2022,0,sun,26.3,1021.4,10,8.1,14,55,35.1
"ATLANTA 2.3 NE, GA US",2/9/2022,0,sun,26.4,1019.4,10,5.2,13,62.1,33.1
"ATLANTA 2.3 NE, GA US",2/10/2022,0,sun,26.9,1018.2,10,5.9,15,68,33.1
"ATLANTA 2.3 NE, GA US",2/11/2022,0,sun,28.7,1017.4,10,6.2,13,68,39.9
"ATLANTA 2.3 NE, GA US",2/12/2022,0,sun,36.7,1018.2,10,4.9,9.9,70,43
"ATLANTA 2.3 NE, GA US",2/13/2022,0,sun,23.9,1019.5,10,13.3,21,70,37
"ATLANTA 2.3 NE, GA US",2/14/2022,0,sun,16.9,1025.1,10,7.7,13,57.9,30
"ATLANTA 2.3 NE, GA US",2/15/2022,0,sun,25.5,1030.8,10,4.2,8,63,30
"ATLANTA 2.3 NE, GA US",2/16/2022,0,sun,36.4,1030.7,10,7.7,13,71.1,37
"ATLANTA 2.3 NE, GA US",2/17/2022,0,sun,53,1021.6,8.6,9.2,17.1,71.1,43
"ATLANTA 2.3 NE, GA US",2/18/2022,1.07,rain,46,1016.6,9.1,13,22.9,71.1,39
"ATLANTA 2.3 NE, GA US",2/19/2022,0,sun,22,1024.8,10,10.9,17.1,63,30
"ATLANTA 2.3 NE, GA US",2/20/2022,0,sun,21.3,1028.5,10,5.9,12,61,30
"ATLANTA 2.3 NE, GA US",2/21/2022,0,sun,37.2,1026.1,9,5.3,8,61,34
"ATLANTA 2.3 NE, GA US",2/22/2022,0.84,rain,55,1023.7,5.5,6.3,11.1,72,43
"ATLANTA 2.3 NE, GA US",2/23/2022,0.02,rain,59.6,1021.3,9.4,7.4,11.1,75,54
"ATLANTA 2.3 NE, GA US",2/24/2022,0.29,rain,59.6,1020.8,9.4,5.5,8.9,78.1,62.1
"ATLANTA 2.3 NE, GA US",2/25/2022,0,sun,55,1022.1,9.5,8.1,22,78.1,55.9
"ATLANTA 2.3 NE, GA US",2/26/2022,0,sun,34.3,1026.9,10,8,15,64.9,37.9
"ATLANTA 2.3 NE, GA US",2/27/2022,0,sun,43.3,1022.5,7.5,5.7,11.1,64,37.9
"ATLANTA 2.3 NE, GA US",2/28/2022,0.2,rain,40.8,1021.3,9.3,6.4,9.9,64,45
"ATLANTA 2.3 NE, GA US",3/1/2022,0,sun,31.3,1021.1,10,4.8,8.9,69.1,42.1
"ATLANTA 2.3 NE, GA US",3/2/2022,0,sun,30,1020.5,10,6.5,14,78.1,42.1
"ATLANTA 2.3 NE, GA US",3/3/2022,0,sun,31.4,1020.5,10,6.6,9.9,80.1,46.9
"ATLANTA 2.3 NE, GA US",3/4/2022,0,sun,35.2,1023.6,9.7,6.2,13,80.1,51.1
"ATLANTA 2.3 NE, GA US",3/5/2022,0,sun,45.9,1025.9,9.3,8,12,78.1,51.1
"ATLANTA 2.3 NE, GA US",3/6/2022,0,sun,54,1024.4,10,6.7,11.1,80.1,51.1
"ATLANTA 2.3 NE, GA US",3/7/2022,0,sun,57.3,1018.5,9.1,7.8,15.9,80.1,57.9
"ATLANTA 2.3 NE, GA US",3/8/2022,0.21,rain,46.8,1017.9,8.6,6.2,11.1,59,46
"ATLANTA 2.3 NE, GA US",3/9/2022,2.03,rain,50.1,1012.6,4.5,6.7,12,57,46
"ATLANTA 2.3 NE, GA US",3/10/2022,0.07,rain,44.1,1015.2,10,5.6,13,68,46
"ATLANTA 2.3 NE, GA US",3/11/2022,0,sun,48.3,1016.3,4.8,8,13,68,46
"ATLANTA 2.3 NE, GA US",3/12/2022,0.55,rain,31.9,1014.6,7.2,17.1,33,59,30.9
"ATLANTA 2.3 NE, GA US",3/13/2022,0,sun,8.7,1028.8,10,6.8,15.9,55,25
"ATLANTA 2.3 NE, GA US",3/14/2022,0,sun,20.8,1029.3,10,3.8,9.9,66,25
"ATLANTA 2.3 NE, GA US",3/15/2022,0,sun,40.5,1025.1,9.6,5.6,13,68,37
"ATLANTA 2.3 NE, GA US",3/16/2022,0.67,rain,54.3,1016.9,6.4,10.3,15,68,48
"ATLANTA 2.3 NE, GA US",3/17/2022,0.62,rain,50.8,1015,7,5.2,8.9,73.9,48.2
"ATLANTA 2.3 NE, GA US",3/18/2022,0.02,rain,51.1,1015,9,5,29.9,73.9,48.9
"ATLANTA 2.3 NE, GA US",3/19/2022,0.74,rain,50.9,1014.8,8.3,9.5,14,66.9,53.1
"ATLANTA 2.3 NE, GA US",3/20/2022,0,sun,33.8,1021.9,10,10.5,18.1,69.1,41
"ATLANTA 2.3 NE, GA US",3/21/2022,0,sun,29.6,1024.3,10,5.9,9.9,73,41
"ATLANTA 2.3 NE, GA US",3/22/2022,0,sun,41.2,1018.9,10,8.3,21,75.9,44.1
"ATLANTA 2.3 NE, GA US",3/23/2022,0.26,rain,58.3,1009.2,8.8,12.5,18.1,77,51.1
"ATLANTA 2.3 NE, GA US",3/24/2022,0.12,rain,39.4,1012.2,10,8.9,15,77,46
"ATLANTA 2.3 NE, GA US",3/25/2022,0,sun,32.8,1012.6,10,9.1,20,68,46
"ATLANTA 2.3 NE, GA US",3/26/2022,0,sun,31.3,1013.7,10,13,25.1,64.9,46
"ATLANTA 2.3 NE, GA US",3/27/2022,0,sun,19.3,1016.1,10,11.9,17.1,64.9,43
"ATLANTA 2.3 NE, GA US",3/28/2022,0,sun,22.9,1019.3,9.9,8.9,14,66.9,42.1
"ATLANTA 2.3 NE, GA US",3/29/2022,0,sun,31.5,1020.5,9.8,5.8,9.9,75,42.1
"ATLANTA 2.3 NE, GA US",3/30/2022,0,sun,48.8,1015.3,9.8,8.9,19,82.9,51.1
"ATLANTA 2.3 NE, GA US",3/31/2022,0.94,rain,53.8,1006,9.6,13.5,20,82.9,55
"ATLANTA 2.3 NE, GA US",4/1/2022,0,sun,37,1013.5,10,8.9,14,73,48
"ATLANTA 2.3 NE, GA US",4/2/2022,0,sun,34.5,1017.6,10,5.8,9.9,69.1,48
"ATLANTA 2.3 NE, GA US",4/3/2022,0,sun,36,1015.5,10,8.6,14,70,48
"ATLANTA 2.3 NE, GA US",4/4/2022,0,sun,29.5,1015.4,10,5.7,9.9,75.9,48
"ATLANTA 2.3 NE, GA US",4/5/2022,0,sun,46.5,1009.7,8.1,5.4,15,75.9,48
"ATLANTA 2.3 NE, GA US",4/6/2022,2.57,rain,61.7,1006.7,5.1,5.9,17.1,73,54
"ATLANTA 2.3 NE, GA US",4/7/2022,0.85,rain,47.9,1006.5,9.5,10.7,15.9,73,54
"ATLANTA 2.3 NE, GA US",4/8/2022,0.01,rain,31.8,1010.2,10,10.9,18.1,70,46
"ATLANTA 2.3 NE, GA US",4/9/2022,0,sun,29.5,1014.5,10,10.9,19,59,41
"ATLANTA 2.3 NE, GA US",4/10/2022,0,sun,30.5,1018.4,10,3.8,8.9,73.9,37.9
"ATLANTA 2.3 NE, GA US",4/11/2022,0,sun,42.2,1019.4,10,5.3,9.9,73.9,37.9
"ATLANTA 2.3 NE, GA US",4/12/2022,0,sun,50.3,1019.9,10,5.3,11.1,82,50
"ATLANTA 2.3 NE, GA US",4/13/2022,0,sun,56.5,1017.2,9.9,7.1,15,82,57
"ATLANTA 2.3 NE, GA US",4/14/2022,0.08,rain,56.5,1014.4,10,8.8,14,77,63
"ATLANTA 2.3 NE, GA US",4/15/2022,0,sun,34.8,1020,10,7.6,15,77,48
"ATLANTA 2.3 NE, GA US",4/16/2022,1.05,rain,54.1,1017,9.2,5.6,11.1,77,48
"ATLANTA 2.3 NE, GA US",4/17/2022,0,sun,59.9,1015.6,8,3.5,8.9,73,59
"ATLANTA 2.3 NE, GA US",4/18/2022,0.02,rain,58.3,1013.4,9.9,9.1,20,73,57.9
"ATLANTA 2.3 NE, GA US",4/19/2022,0.01,drizzle,31.2,1021.2,10,11.3,18.1,73,42.1
"ATLANTA 2.3 NE, GA US",4/20/2022,0,sun,32.4,1025.2,10,7.1,12,72,42.1
"ATLANTA 2.3 NE, GA US",4/21/2022,0,sun,49.3,1027.9,9.8,6.9,9.9,75.9,45
"ATLANTA 2.3 NE, GA US",4/22/2022,0,sun,53.4,1028.5,10,2.7,6,82,55
"ATLANTA 2.3 NE, GA US",4/23/2022,0,sun,53.4,1024.7,10,6.4,13,82,57.9
"ATLANTA 2.3 NE, GA US",4/24/2022,0,sun,55,1022.1,10,5.3,8.9,81,60.1
"ATLANTA 2.3 NE, GA US",4/25/2022,0,sun,56.7,1020.1,10,5.4,8.9,84,60.1
"ATLANTA 2.3 NE, GA US",4/26/2022,0,sun,58.6,1019.6,9.9,6.1,15.9,84,62.1
"ATLANTA 2.3 NE, GA US",4/27/2022,0.06,rain,38.6,1021,10,7.6,11.1,77,46.9
"ATLANTA 2.3 NE, GA US",4/28/2022,0,sun,39.1,1020.1,10,6.3,11.1,78.1,46.9
"ATLANTA 2.3 NE, GA US",4/29/2022,0,sun,45.4,1018.9,9.7,5,13,80.1,53.1
"ATLANTA 2.3 NE, GA US",4/30/2022,0,sun,53.5,1017.4,10,6.9,9.9,81,57
"ATLANTA 2.3 NE, GA US",5/1/2022,0,sun,61.3,1017,9.6,7.2,14,81,59
"ATLANTA 2.3 NE, GA US",5/2/2022,0,sun,62.4,1017.4,10,5.8,8.9,86,64.9
"ATLANTA 2.3 NE, GA US",5/3/2022,0,sun,60.7,1016.8,10,5.7,12,86,64.9
"ATLANTA 2.3 NE, GA US",5/4/2022,0.27,rain,63.1,1016.5,9.6,6.1,21,87.1,64
"ATLANTA 2.3 NE, GA US",5/5/2022,0.39,rain,63.4,1015.8,10,5.4,12,87.1,64
"ATLANTA 2.3 NE, GA US",5/6/2022,0,sun,62.2,1008.9,9.7,9.3,22,87.1,66.9
"ATLANTA 2.3 NE, GA US",5/7/2022,0.09,rain,52.1,1006.3,10,12.4,18.1,80.1,60.1
"ATLANTA 2.3 NE, GA US",5/8/2022,0,sun,52.4,1011.3,9.5,7.7,13,69.1,53.6
"ATLANTA 2.3 NE, GA US",5/9/2022,0,sun,50,1018.7,10,7.5,15,73,53.1
"ATLANTA 2.3 NE, GA US",5/10/2022,0,sun,47.5,1022.5,10,5.4,11.1,82,53.1
"ATLANTA 2.3 NE, GA US",5/11/2022,0,sun,50.2,1021.4,10,5.4,9.9,84,57
"ATLANTA 2.3 NE, GA US",5/12/2022,0,sun,54.6,1018.2,10,7.7,13,84.9,60.1
"ATLANTA 2.3 NE, GA US",5/13/2022,0,sun,58,1016.4,9.8,9.6,13,84.9,64
"ATLANTA 2.3 NE, GA US",5/14/2022,0,sun,59.7,1015.5,9.4,4.3,11.1,82,63
"ATLANTA 2.3 NE, GA US",5/15/2022,0,sun,61.1,1013.7,10,4.9,19,86,63
"ATLANTA 2.3 NE, GA US",5/16/2022,0,sun,61.7,1011.2,10,6.6,17.1,87.1,66
"ATLANTA 2.3 NE, GA US",5/17/2022,0,sun,50.8,1014.8,10,6.4,13,87.1,60.1
"ATLANTA 2.3 NE, GA US",5/18/2022,0,sun,51,1015.9,10,4.9,12,88,60.1
"ATLANTA 2.3 NE, GA US",5/19/2022,0,sun,63.2,1012.2,10,7.4,13,90,63
"ATLANTA 2.3 NE, GA US",5/20/2022,0,sun,64.2,1012.8,10,7.2,15,90,69.1
"ATLANTA 2.3 NE, GA US",5/21/2022,0,sun,64.8,1018.1,10,6,11.1,89.1,69.1
"ATLANTA 2.3 NE, GA US",5/22/2022,0,sun,63.5,1021,10,6.9,13,89.1,70
"ATLANTA 2.3 NE, GA US",5/23/2022,0.27,rain,64.6,1018.5,8.9,9.3,19,88,68
"ATLANTA 2.3 NE, GA US",5/24/2022,0,sun,66,1017.5,9.9,3.6,7,84,68
"ATLANTA 2.3 NE, GA US",5/25/2022,0.84,rain,64.5,1018.8,9.3,10,22,84,68
"ATLANTA 2.3 NE, GA US",5/26/2022,0.21,rain,66.9,1017.1,9.6,7.9,18.1,80.1,68
"ATLANTA 2.3 NE, GA US",5/27/2022,0.12,rain,62,1012.5,10,9.3,15.9,82,66
"ATLANTA 2.3 NE, GA US",5/28/2022,0,sun,56.2,1012.9,10,6.4,9.9,82,60.1
"ATLANTA 2.3 NE, GA US",5/29/2022,0,sun,58.1,1014.6,10,5.8,9.9,86,60.1
"ATLANTA 2.3 NE, GA US",5/30/2022,0,sun,63.1,1016.9,10,5.2,19,89.1,68
"ATLANTA 2.3 NE, GA US",5/31/2022,0.02,rain,64.4,1019,9.6,5.8,19,89.1,66.9
"ATLANTA 2.3 NE, GA US",6/1/2022,0,sun,63.9,1016.9,10,3.9,9.9,91.9,66.9
"ATLANTA 2.3 NE, GA US",6/2/2022,0,sun,65.3,1012.2,10,5,17.1,91.9,70
"ATLANTA 2.3 NE, GA US",6/3/2022,0.09,rain,64.8,1010.6,10,7.2,13,91.9,68
"ATLANTA 2.3 NE, GA US",6/4/2022,0,sun,59.7,1010.9,10,9.6,15,86,68
"ATLANTA 2.3 NE, GA US",6/5/2022,0,sun,56.7,1010.8,10,8.3,12,86,68
"ATLANTA 2.3 NE, GA US",6/6/2022,0,sun,60.5,1013,9.5,6.6,22,86,68
"ATLANTA 2.3 NE, GA US",6/7/2022,1.27,rain,66.7,1014.4,9.8,5.8,8,86,68
"ATLANTA 2.3 NE, GA US",6/8/2022,0.84,rain,67.4,1014.2,9.7,5.5,19,84.9,69.1
"ATLANTA 2.3 NE, GA US",6/9/2022,0.09,rain,68.1,1012.8,10,7.6,31.1,84.9,68
"ATLANTA 2.3 NE, GA US",6/10/2022,0.01,rain,58.7,1013.1,10,6.1,9.9,84.9,64
"ATLANTA 2.3 NE, GA US",6/11/2022,0,sun,61.7,1011.8,10,3.3,8,88,64
"ATLANTA 2.3 NE, GA US",6/12/2022,0,sun,66.7,1012.5,10,3.7,8.9,91.9,70
"ATLANTA 2.3 NE, GA US",6/13/2022,0,sun,70.2,1015.5,10,5.3,12,95,73
"ATLANTA 2.3 NE, GA US",6/14/2022,0,sun,72.8,1016.5,10,6.1,13,95,73.9
"ATLANTA 2.3 NE, GA US",6/15/2022,0,sun,71.3,1016.7,10,6.7,11.1,99,75
"ATLANTA 2.3 NE, GA US",6/16/2022,0,sun,68.8,1019.1,10,5,8.9,99,75
"ATLANTA 2.3 NE, GA US",6/17/2022,0.27,rain,70.6,1017.5,10,7.4,26,97,75.9
"ATLANTA 2.3 NE, GA US",6/18/2022,0.04,rain,64.9,1013.7,10,9.9,15.9,96.1,72
"ATLANTA 2.3 NE, GA US",6/19/2022,0,sun,49,1017.3,10,9.1,15.9,93,68
"ATLANTA 2.3 NE, GA US",6/20/2022,0,sun,52.1,1021.3,10,4,8,91.9,66.9
"ATLANTA 2.3 NE, GA US",6/21/2022,0,sun,59.8,1021.6,10,5.4,12,95,66.9
"ATLANTA 2.3 NE, GA US",6/22/2022,0,sun,62.5,1017.8,10,7.2,13,98.1,70
"ATLANTA 2.3 NE, GA US",6/23/2022,0,sun,66.7,1012,9.9,8.5,14,98.1,72
"ATLANTA 2.3 NE, GA US",6/24/2022,0,sun,66.8,1012.6,9.9,8.2,11.1,98.1,75.9
"ATLANTA 2.3 NE, GA US",6/25/2022,0,sun,66.4,1016.9,10,7.4,13,93,73.9
"ATLANTA 2.3 NE, GA US",6/26/2022,0,sun,63.8,1018.8,10,3.7,8.9,93,73.9
"ATLANTA 2.3 NE, GA US",6/27/2022,0,sun,67.2,1018.2,9.5,4.8,14,91.9,71.1
"ATLANTA 2.3 NE, GA US",6/28/2022,0.34,rain,69.7,1018.8,9.8,5.9,11.1,91,71.1
"ATLANTA 2.3 NE, GA US",6/29/2022,0.06,rain,70.5,1021.8,7.3,4.7,13,87.1,71.6
"ATLANTA 2.3 NE, GA US",6/30/2022,0.59,rain,69,1021.6,9.9,5.1,11.1,90,71.6
"ATLANTA 2.3 NE, GA US",7/1/2022,0.15,rain,69.8,1019.2,10,3.5,9.9,90,72
"ATLANTA 2.3 NE, GA US",7/2/2022,0,sun,70.1,1017,9.4,3.3,8,91,72
"ATLANTA 2.3 NE, GA US",7/3/2022,0,sun,71,1017.1,10,5.5,13,91.9,72
"ATLANTA 2.3 NE, GA US",7/4/2022,0.68,rain,72.6,1018.5,8,4.2,9.9,93,73
"ATLANTA 2.3 NE, GA US",7/5/2022,1.13,rain,72.2,1017.6,8.8,3.6,13,93,73
"ATLANTA 2.3 NE, GA US",7/6/2022,0,sun,73.1,1015.9,9.7,4.7,9.9,93.9,73
"ATLANTA 2.3 NE, GA US",7/7/2022,0,sun,73,1015.4,10,6.4,13,93.9,75.9
"ATLANTA 2.3 NE, GA US",7/8/2022,0.12,rain,72.9,1016.1,10,5.7,12,93.9,75.9
"ATLANTA 2.3 NE, GA US",7/9/2022,1.1,rain,71.9,1016,9.5,6.3,19,86,73.4
"ATLANTA 2.3 NE, GA US",7/10/2022,0.3,rain,72.1,1013.1,9.5,6.4,11.1,88,72
"ATLANTA 2.3 NE, GA US",7/11/2022,0.01,rain,69.2,1013.7,9.5,9.4,15.9,87.1,72
"ATLANTA 2.3 NE, GA US",7/12/2022,0,sun,69.6,1014.2,10,4.3,11.1,88,72
"ATLANTA 2.3 NE, GA US",7/13/2022,0,sun,71.8,1015.3,9.8,5.7,20,91,73
"ATLANTA 2.3 NE, GA US",7/14/2022,0.18,rain,68,1017.9,10,5.6,8.9,91,73
"ATLANTA 2.3 NE, GA US",7/15/2022,0,sun,64.9,1019.2,10,3.7,7,91,71.1
"ATLANTA 2.3 NE, GA US",7/16/2022,0,sun,67.5,1018.2,10,3.8,9.9,91,71.1
"ATLANTA 2.3 NE, GA US",7/17/2022,0,sun,68.4,1017,10,4.8,8,90,71.1
"ATLANTA 2.3 NE, GA US",7/18/2022,0,sun,67.9,1015.5,10,6.5,13,93,73
"ATLANTA 2.3 NE, GA US",7/19/2022,0.7,rain,70.1,1015.5,9.2,5.1,17.1,93,69.1
"ATLANTA 2.3 NE, GA US",7/20/2022,0.99,rain,72.2,1014.3,9.4,6.2,8.9,91.9,69.1
"ATLANTA 2.3 NE, GA US",7/21/2022,0.18,rain,71.7,1013.2,9.3,6.5,14,88,72
"ATLANTA 2.3 NE, GA US",7/22/2022,1.01,rain,69.9,1016.1,9.9,4.6,11.1,90,71.1
"ATLANTA 2.3 NE, GA US",7/23/2022,0.62,rain,69.8,1019.5,9.6,3.8,28,91.4,71.1
"ATLANTA 2.3 NE, GA US",7/24/2022,0,sun,69.6,1019.6,10,3.2,7,93,71.1
"ATLANTA 2.3 NE, GA US",7/25/2022,0,sun,70.7,1018.6,10,5.5,11.1,93,73.9
"ATLANTA 2.3 NE, GA US",7/26/2022,0.01,rain,71.1,1019.1,10,6,11.1,91.9,73.9
"ATLANTA 2.3 NE, GA US",7/27/2022,0,sun,69.8,1018.7,10,6.2,11.1,93,73.9
"ATLANTA 2.3 NE, GA US",7/28/2022,0,sun,70.6,1017.3,10,6.6,13,93,73.9
"ATLANTA 2.3 NE, GA US",7/29/2022,0,sun,71.1,1017.1,10,7,17.1,93.9,75
"ATLANTA 2.3 NE, GA US",7/30/2022,1.49,rain,72.3,1019.4,10,3.8,12,93.9,75
"ATLANTA 2.3 NE, GA US",7/31/2022,0.49,rain,69.4,1021.4,10,6.7,12,91.9,71.1
"ATLANTA 2.3 NE, GA US",8/1/2022,0,sun,68.6,1020.8,10,5.9,12,91.9,71.1
"ATLANTA 2.3 NE, GA US",8/2/2022,0.01,rain,70.9,1018.2,10,5.9,8,91.9,73
"ATLANTA 2.3 NE, GA US",8/3/2022,0,sun,70.5,1016.5,10,5.1,11.1,91.9,73
"ATLANTA 2.3 NE, GA US",8/4/2022,0,sun,69.3,1018.5,9.6,6,19,91,71.1
"ATLANTA 2.3 NE, GA US",8/5/2022,0.31,rain,71.6,1020,10,4.1,13,91,70
"ATLANTA 2.3 NE, GA US",8/6/2022,0.53,rain,71.7,1021.4,9.6,5.3,8,91,73
"ATLANTA 2.3 NE, GA US",8/7/2022,1.37,rain,69.9,1022.1,9.4,4.4,20,91,71.1
"ATLANTA 2.3 NE, GA US",8/8/2022,0,sun,69.3,1020.3,10,4.1,14,91.4,72
"ATLANTA 2.3 NE, GA US",8/9/2022,0.01,rain,70.3,1019.6,9.9,4.7,14,91,72
"ATLANTA 2.3 NE, GA US",8/10/2022,0.07,rain,70.3,1020.8,9.7,4.8,15,90,71.1
"ATLANTA 2.3 NE, GA US",8/11/2022,0.61,rain,69.4,1018.9,9.6,3.9,19,87.1,71.1
"ATLANTA 2.3 NE, GA US",8/12/2022,0.6,rain,69.5,1016.2,9.8,6.4,12,89.1,71.1
"ATLANTA 2.3 NE, GA US",8/13/2022,0,sun,65.8,1016.9,10,7.9,14,89.1,71.1
"ATLANTA 2.3 NE, GA US",8/14/2022,0,sun,65.1,1016.8,10,4.1,8.9,89.1,70
"ATLANTA 2.3 NE, GA US",8/15/2022,0,sun,67.2,1013.2,10,6.6,11.1,91,70
"ATLANTA 2.3 NE, GA US",8/16/2022,0.18,rain,68.1,1012,9.8,6.8,15,91,71.1
"ATLANTA 2.3 NE, GA US",8/17/2022,0,sun,66.7,1014,9.3,6.1,9.9,88,70
"ATLANTA 2.3 NE, GA US",8/18/2022,0.84,rain,66.7,1014.3,9.5,6.1,18.1,82,66.9
"ATLANTA 2.3 NE, GA US",8/19/2022,0.03,rain,69.7,1015.6,7.4,4.8,8,81,68
"ATLANTA 2.3 NE, GA US",8/20/2022,0.06,rain,71.3,1018.9,9.1,4.1,8.9,86,71.6
"ATLANTA 2.3 NE, GA US",8/21/2022,0.38,rain,70.5,1018.1,8,5.3,15.9,86,70
"ATLANTA 2.3 NE, GA US",8/22/2022,0.05,rain,71,1015.8,9.8,6.1,9.9,86,70
"ATLANTA 2.3 NE, GA US",8/23/2022,0.39,rain,69.5,1014.2,9.4,6,8,87.1,72
"ATLANTA 2.3 NE, GA US",8/24/2022,0,sun,69.6,1015.7,9.7,4.8,14,87.1,72
"ATLANTA 2.3 NE, GA US",8/25/2022,0.27,rain,70.2,1017.7,8.5,2.9,8,84,70
"ATLANTA 2.3 NE, GA US",8/26/2022,0.09,rain,70.4,1017,9.7,2.9,7,88,70
"ATLANTA 2.3 NE, GA US",8/27/2022,0,sun,72,1015.1,9.9,3.6,8.9,90,72
"ATLANTA 2.3 NE, GA US",8/28/2022,0.26,rain,71,1015.4,10,4.8,8,90,73
"ATLANTA 2.3 NE, GA US",8/29/2022,0,sun,69.8,1016.9,10,5.1,8.9,90,73
"ATLANTA 2.3 NE, GA US",8/30/2022,0,sun,70.8,1015.9,7.9,4.8,22,91,72
"ATLANTA 2.3 NE, GA US",8/31/2022,0.84,rain,69.1,1015.3,8.3,6.5,9.9,91,72
"ATLANTA 2.3 NE, GA US",9/1/2022,0,sun,63.8,1015.2,10,5,8,91,69.1
"ATLANTA 2.3 NE, GA US",9/2/2022,0,sun,69.8,1017.5,9.5,6,14,91,69.1
"ATLANTA 2.3 NE, GA US",9/3/2022,0.28,rain,70.2,1019.4,10,6.5,8.9,88,72
"ATLANTA 2.3 NE, GA US",9/4/2022,0,sun,71.2,1017.3,9.4,6.3,9.9,88,72
"ATLANTA 2.3 NE, GA US",9/5/2022,0.86,rain,71.5,1015.3,7.1,6.4,11.1,86,72
"ATLANTA 2.3 NE, GA US",9/6/2022,0.22,rain,70.7,1016.6,10,4.6,8,86,71.1
"ATLANTA 2.3 NE, GA US",9/7/2022,0,sun,68.9,1014.7,10,7.1,11.1,87.1,71.1
"ATLANTA 2.3 NE, GA US",9/8/2022,0,sun,67,1010.4,10,7.6,14,87.1,71.1
"ATLANTA 2.3 NE, GA US",9/9/2022,0,sun,66.2,1011.3,10,11,19,84.9,71.1
"ATLANTA 2.3 NE, GA US",9/10/2022,0.04,rain,66.8,1015.7,6.3,9.9,13,75,66.2
"ATLANTA 2.3 NE, GA US",9/11/2022,0.05,rain,70.2,1017.8,5,5.6,8.9,82,66.9
"ATLANTA 2.3 NE, GA US",9/12/2022,0.02,rain,68.6,1013.5,9.1,6.5,11.1,84.9,69.1
"ATLANTA 2.3 NE, GA US",9/13/2022,0,sun,54.6,1013.6,10,8,14,84.9,57
"ATLANTA 2.3 NE, GA US",9/14/2022,0,sun,56.7,1016.5,10,5,8,84.9,57
"ATLANTA 2.3 NE, GA US",9/15/2022,0,sun,58.6,1020,10,6.7,9.9,84.9,62.1
"ATLANTA 2.3 NE, GA US",9/16/2022,0,sun,58.6,1021.4,10,5.3,11.1,82.9,64
"ATLANTA 2.3 NE, GA US",9/17/2022,0,sun,60,1021.2,10,4.6,8,84,64
"ATLANTA 2.3 NE, GA US",9/18/2022,0,sun,59.8,1019.8,10,5.3,8,86,64.9
"ATLANTA 2.3 NE, GA US",9/19/2022,0,sun,60.7,1017.7,10,5,8,87.1,64.9
"ATLANTA 2.3 NE, GA US",9/20/2022,0,sun,66,1016.2,9.8,4.7,8.9,91.9,66.9
"ATLANTA 2.3 NE, GA US",9/21/2022,0.02,rain,67.6,1015.2,10,2.5,6,93,69.1
"ATLANTA 2.3 NE, GA US",9/22/2022,0,sun,67.1,1012.8,10,7.1,14,93.9,71.1
"ATLANTA 2.3 NE, GA US",9/23/2022,0.34,rain,50.3,1016.1,10,8,15,93.9,62.1
